S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
92,Uppal's Orchid An Ecotel Hotel,uppal.hotvel.in/‎,"The Uppal Hotel is one of the leading 5 Star Hotel Facilities in Delhi with 48 rooms & is located in close proximity to
 the industrial suburbs of Gurgaon and Delhi. Our hotel near Delhi airport has a convenient location & offers upscale, 
chic and lavish accommodation with unparalleled customer satisfaction, our hotel has been acclaimed as one of the 
best hotel in Delhi. Uppal is known for offering good facilities and amenities it is also a well-known wedding venue in 
New Delhi.Luxuriant feel is maintained throughout the hotel and everything is well kept. A specialty restaurant with bar,
fully equipped business center, swimming pool, lawn tennis court, jogging track, large banqueting facilities are some of 
the other features incorporated in the hotel.
","28, Arakashan Road, Ram Nagar, Paharganj, New Delhi, Delhi 110055",011 2363 6300,"1. I stayed at this hotel many times. Its very beautiful hotel, with green surroundings. Its Ecotel 
hotel and very nice. Rooms are clean. Evening food can have more variety. But all in all, its value
 for money.",2,
,,,,,,"2. This Hotel spread around ~18 Acres. Nice place to stay. Staff here were helpful. We chose to 
stay overnight at this hotel to catch the flight to Dehradun the next morning. Very near to Airport 
Terminal 2.",,
,,,,,,"3. Positives: Beautiful Hotel - Lots of greenery. Nice clean Rooms. There buffets are good, both 
Breakfast and Lunch. Closer to the Airport. Downside : Too difficult to find the hotel . Even with 
GPS. Lost a lot of time figuring out the place.",,
,,,,,,"4. Neatly maintained Tidy Resort type 5 Star property. Food is bit costly, but delicious. If you 
reserve through an aggregator, don't forget to add for accessories, toiletries etc as mentioned in 
your room guide.",,
,,,,,,"5. I was staying in this hotel for 3 nights.This hotel is a few km away from the town.Its a gated 
hotel with big garden. The service were simply superb. The staffs were so friendly and pleasant. 
The rooms were clean.",,
,,,,,,,,
93,The Corinthians Resort and Club,thecorinthians.hotelscombined.in,"The Corinthians Club takes pride in offering state-of-the-art facilities and an atmosphere of elegance. We treat our members to the rare 
feeling of being truly privileged. Our vision is to enrich the lives of our members by providing the best dining, recreation, fitness facilities 
and an environment that is food for mind, body and soul.
 Our esteemed club members unquestionably Invest in Happiness for a Lifetime!!4 km from Shahid Abdul Hameed Garden, 3 km from 
Autadewadi Lake, 6 km from Sasvad Road Railway Station, 5 Indoor halls, 4 Outdoor party venues, 2 Restaurants, 2 BarsOwned by 
the Nyati Group, The Corinthians Boutique Hotel & Spa is a 5 star property, located conveniently in NIBM Annexe, app
roximately 4 km away from Shahid Abdul Hameed Garden. Sprawling in 25 acres of verdant landmass, this hotel features a wide selection
 of rooms that are available in three categories, namely Deluxe Room, Superior Room and Suite. The rooms feature wooden floors,
 exquisite decor, private sit-outs and all the modern amenities required for a luxurious living.The hotel has 5 spacious indoor halls and 4
 outdoor venues that are simply perfect for hosting business and party events of any kind and size. For leisure travelers seeking
 rejuvenation, the hotel has a fully equipped gym, luxury spa, aerobics & yoga room, well-stocked library, swimming pool and indoor & 
outdoor gaming zones like Paint Ball, Futsal, Power Cricket, Archery & Rifle Shooting but on chargeable basis.Guests can taste the 
best of Mediterranean and Indian delicacies at Salsa Global as well as delicious Indian, Continental and Chinese cuisine at Pyramisa 
Multi-cuisine & Resto Bar. They can also enjoy drinks with barbeque at Oceanus Poolside Cafe and freshly brewed beer at The 1st 
Brewhouse, during their stay.Perfect for those who want to experience a lavish stay. ","Nyati County, NIBM Annexe, South Pune Mohamadwadi, Pune, Maharashtra 411060",020 2695 2222,"1. Best beer options on tap... together with Happy hours upto 70 pm everyday(even on 
weekends). They have a good outdoor and indoor you have good music and a dance floor. 
Belgian ones are awesome. Food is very good. Service is bad. You can walk upto counter .. pay 
and get your beers",3,
,,,,,,"2. Excellent theme based architecture. Superb wide range of facilities. Food is excellent. 
Breakfast is just awesome. Food choice, taste and quality is very good. Staff is very friendly. 
Property is very big and very well designed...",,
,,,,,,"3. Amazing resort with beautiful landscape..!! Loved our stay for 2 nights. The food was just 
perfect..!! Thanx to chef umesh...!! Your mouthwatering food and deserts make our stay more 
comfortable....!!",,
,,,,,,"4. We appreciate a lot the disponibility and the real implication of all the staff of the corinthians 
resort. Bedrooms are big and comfortable. Wifi works well. Breakfast is great. As we like a lot to
 drink a good beer we appreciate to go in their brewhouse where they produce their own beer.",,
,,,,,,"5. Went for just a day but good resort with nice swimming pool . Lot of open spaces and rides for 
kids with play area. Lot of small events organized. Good for family . Best part is its right resort 
withing Pune and easily accessible by any Ola/Uber rides as well .",,
,,,,,,,,
94,The Westin Mumbai Garden City,www.westinmumbaigardencity.com/,"This premium high-rise hotel is 10 km from Sanjay Gandhi National Park and 14 km from the Kanheri Caves' ancient temples.Streamlined rooms with 
floor-to-ceiling windows offer Wi-Fi (fee) and flat-screens. Club rooms add access to a private lounge with free breakfast and evening drinks. Suites have
 living rooms and/or Nespresso machines. There's 24-hour room service. A breakfast buffet (surcharge) is served in a relaxed, airy restaurant. There's 
also lounge/bar, a slick Indian restaurant, and an Italian eatery with a terrace. Other amenities include an outdoor pool, a poolside bar and a kids' pool, 
plus a spa, a gym and a play area.","International Business Park, Oberoi Garden City, Goregaon East, Mumbai, Maharashtra 400063",022 6147 0000,"1. Stayed here for a few nights in a recent trip to India. Very comfortable and nice appointed 
rooms. Staff very friendly and attentive. Normal heavy security when driving into hotel but normal 
for India and a good precaution",4,
,,,,,,"2. Clean and helpfull stuf... Foods are not so professional... Comfortable... Beds are super. For 
the capacity of the hotel lifts are not ok waiting time so long. For the breakfast need more 
alternatives. For Chinese and indian breakfast maybe ok but for western people not.",,
,,,,,,"3. Came for a trade show at NESCO, stayed at the Westin Garden City for 6 nights. Great hotel 
first class, good restaurants, all services. Across the street from Oberoi Mall with plenty of good
 restaurants as well. Good for a show at NESCO, still 30 min with traffic. I would absolutely 
recomend this hotel if going to NESCO.",,
,,,,,,"4. This is the excellent hospitality as per me as it serves excellent food my meeting was 
excellent and also the rooms are very clean neat and tidy the staff is really very good and 
overall I'll give this hotel a 9/10 for their amazing property......",,
,,,,,,"5. The rooms are really good. Pool here is huge and is on the 1st floor. Ambience is really nice.
 I love this hotel because of the facilities it provides . Good staff good food. Rooms are also nice 
with beautiful view.",,
,,,,,,,,
95,Four Seasons Hotel Mumbai,,"Experience the best of Mumbai from your base at this sleek icon of Indian hospitality, enjoy spacious accommodations – many with 
views of the Arabian Sea – and bask in unrivalled service that anticipates your every business and leisure need.Experience the best of 
Mumbai from your base at this sleek icon of Indian hospitality, enjoy spacious accommodations – many with views of the Arabian 
Sea – and bask in unrivalled service that anticipates your every business and leisure need.Sit down to an al fresco breakfast for in the 
morning or salads and gourmet sandwiches throughout the day on our open-air pool deck.",Four Seasons Hotel Mumbai,(22) 2481-8000,"1. very nice and superb location and superb city in india very nice room and 
services and the room servent and service is very fast and very speedy woork and 
breakfast superb quelity and nice food and very fine",4,
